poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Alicante,alicante,59,Hombre,55–64,Piso,Jornada Parcial (Tarde),Media,>5h,perro,no,Adulto experimentado,Sí,38.3436365,-0.4881708,POINT(-0.4881708 38.3436365),"Alicante, El Alacantí, Alicante, Comunidad Valenciana, España",locality
Alicante,alicante,31,Mujer,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,38.3436365,-0.4881708,POINT(-0.4881708 38.3436365),"Alicante, El Alacantí, Alicante, Comunidad Valenciana, España",locality
Caceres,extremadura,40,Mujer,35–44,Atico,Jornada Completa,Alta,<1–2h,perro,no,Adulto experimentado,Sí,39.4020024,-6.4545805,POINT(-6.4545805 39.4020024),"Cáceres, Extremadura, España",locality
Almazora,castellon,41,Hombre,35–44,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.9435743,-0.0634783,POINT(-0.0634783 39.9435743),"Almazora, Plana Alta, Castellón, Comunidad Valenciana, España",locality
Fuenlabrada,madrid,40,Hombre,35–44,Piso,Jornada Parcial (Manana),Baja,>5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Torrejon De Ardoz,madrid,50,Hombre,45–54,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.4587767,-3.4793343,POINT(-3.4793343 40.4587767),"Torrejón de Ardoz, Comunidad de Madrid, España",locality
Valladolid,valladolid,56,Hombre,55–64,Piso,Sin Empleo,Baja,>5h,perro,no,Adulto experimentado,Sí,41.6521807,-4.728605,POINT(-4.728605 41.6521807),"Valladolid, Castilla y León, España",locality
Soto Del Real,madrid,33,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.7534432,-3.7866573,POINT(-3.7866573 40.7534432),"Soto del Real, Comunidad de Madrid, 28791, España",locality
Cobisa,toledo,40,Mujer,35–44,Vivienda compartida,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,39.8044211,-4.0247277,POINT(-4.0247277 39.8044211),"Cobisa, Toledo, Castilla-La Mancha, 45111, España",locality
Torrijos,toledo,49,Hombre,45–54,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,si,No apto,No,39.9811627,-4.2805629,POINT(-4.2805629 39.9811627),"Torrijos, Toledo, Castilla-La Mancha, 45500, España",locality
Rivas Vaciamadrid,madrid,53,Hombre,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3536054,-3.5310879,POINT(-3.5310879 40.3536054),"Rivas-Vaciamadrid, Comunidad de Madrid, España",locality
Brunete,madrid,49,Mujer,45–54,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.4050499,-3.9979912,POINT(-3.9979912 40.4050499),"Brunete, Comunidad de Madrid, 28690, España",locality
Cobisa,toledo,21,Mujer,18–24,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,39.8044211,-4.0247277,POINT(-4.0247277 39.8044211),"Cobisa, Toledo, Castilla-La Mancha, 45111, España",locality
Taradell,barcelona,49,Hombre,45–54,Piso,Turno Rotativo,Alta,2–5h,perro,si,No apto,No,41.8762624,2.2859511,POINT(2.2859511 41.8762624),"Taradell, Osona, Barcelona, Cataluña, 08552, España",locality
Barcience,toledo,40,Mujer,35–44,Piso,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,39.9834419,-4.2362793,POINT(-4.2362793 39.9834419),"Barcience, Toledo, Castilla-La Mancha, 45525, España",locality
Pozuelo De Alarcon,madrid,20,Mujer,18–24,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Joven urbano,Sí,40.4346528,-3.814834,POINT(-3.814834 40.4346528),"Pozuelo de Alarcón, Comunidad de Madrid, España",locality
Mostoles,madrid,47,Hombre,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Valencia,valencia,42,Hombre,35–44,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.4697065,-0.3763353,POINT(-0.3763353 39.4697065),"Valencia, Comarca de Valencia, Valencia, Comunidad Valenciana, España",locality
Madrid,madrid,27,Hombre,25–34,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,33,Mujer,25–34,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,28,Mujer,25–34,Piso,Jornada Parcial (Tarde),Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Arges,toledo,45,Mujer,45–54,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.8062915,-4.056902,POINT(-4.056902 39.8062915),"Argés, Toledo, Castilla-La Mancha, 45122, España",locality
Madrid,madrid,32,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,46,Hombre,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Yuncos,toledo,40,Hombre,35–44,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Madrid,madrid,20,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcala De Henares,madrid,38,Hombre,35–44,Piso,Sin Empleo,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Madrid,madrid,30,Hombre,25–34,Casa/Chalet,Sin Empleo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,32,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Navalcarnero,madrid,26,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.2877169,-4.014299,POINT(-4.014299 40.2877169),"Navalcarnero, Comunidad de Madrid, 28600, España",locality
Girona,cataluna,25,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,41.9793006,2.8199439,POINT(2.8199439 41.9793006),"Gerona, Gironés, Gerona, Cataluña, España",locality
Leuze En Hainaut,bélgica,25,Mujer,25–34,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,39.8808842,-4.0336128,POINT(-4.0336128 39.8808842),nan,province
Madrid,madrid,40,Mujer,35–44,Piso,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,27,Hombre,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mislata,valencia,41,Hombre,35–44,Piso,Turno Rotativo,Media,2–5h,perro,si,No apto,No,39.4751444,-0.4179125,POINT(-0.4179125 39.4751444),"Mislata, Huerta Sur, Valencia, Comunidad Valenciana, 46920, España",locality
Sesena,toledo,59,Hombre,55–64,Piso,Turno Rotativo,Baja,2–5h,gato,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Anover De Tajo,toledo,50,Mujer,45–54,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.9877375,-3.7660548,POINT(-3.7660548 39.9877375),"Añover de Tajo, Toledo, Castilla-La Mancha, 45250, España",locality
Aravaca,madrid,57,Hombre,55–64,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.457749,-3.7827941,POINT(-3.7827941 40.457749),"Moncloa-Aravaca, Madrid, Comunidad de Madrid, España",locality
Sesena,toledo,22,Mujer,18–24,Piso,Jornada Completa,Media,>5h,gato,no,Joven urbano,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Mostoles,madrid,45,Mujer,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,25,Mujer,25–34,Piso,Jornada Completa,Alta,>5h,gato,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Ciudad Real,ciudad real,22,Mujer,18–24,Atico,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,38.9854201,-3.9285138,POINT(-3.9285138 38.9854201),"Ciudad Real, Castilla-La Mancha, España",locality
Torrejon De Ardoz,madrid,25,Hombre,25–34,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4587767,-3.4793343,POINT(-3.4793343 40.4587767),"Torrejón de Ardoz, Comunidad de Madrid, España",locality
Casarrubios Del Monte,toledo,42,Mujer,35–44,Piso,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1851006,-4.0373112,POINT(-4.0373112 40.1851006),"Casarrubios del Monte, Toledo, Castilla-La Mancha, 45950, España",locality
Talavera De La Reina,toledo,27,Hombre,25–34,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,42,Mujer,35–44,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Madrid,madrid,26,Hombre,25–34,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Illescas,toledo,34,Mujer,25–34,Vivienda compartida,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Cobisa,toledo,46,Mujer,45–54,Atico,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8044211,-4.0247277,POINT(-4.0247277 39.8044211),"Cobisa, Toledo, Castilla-La Mancha, 45111, España",locality
Pueblanueva,toledo,54,Hombre,45–54,Casa/Chalet,Turno Rotativo,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.9124157,-4.6772716,POINT(-4.6772716 39.9124157),"La Pueblanueva, Toledo, Castilla-La Mancha, 45691, España",locality
Pozuelo De Alarcon,madrid,40,Mujer,35–44,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,40.4346528,-3.814834,POINT(-3.814834 40.4346528),"Pozuelo de Alarcón, Comunidad de Madrid, España",locality
Bargas,toledo,34,Hombre,25–34,Piso,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Mostoles,madrid,48,Hombre,45–54,Piso,Jornada Completa,Baja,>5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Madrid,madrid,37,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,24,Hombre,18–24,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mora,toledo,37,Mujer,35–44,Piso,Sin Empleo,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.683223,-3.7727849,POINT(-3.7727849 39.683223),"Mora, Toledo, Castilla-La Mancha, 45400, España",locality
Madrid,madrid,32,Hombre,25–34,Vivienda compartida,Sin Empleo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Yuncos,toledo,40,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Torrelodones,madrid,20,Hombre,18–24,Piso,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.5762809,-3.928603,POINT(-3.928603 40.5762809),"Torrelodones, Comunidad de Madrid, España",locality
Madrid,madrid,26,Hombre,25–34,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Villafranca Del Castillo,madrid,24,Hombre,18–24,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.4689237,-3.9467068,POINT(-3.9467068 40.4689237),"Villafranca del Castillo - la Mocha Chica, Villanueva de la Cañada, Comunidad de Madrid, 28692, España",locality
Esquivias,toledo,43,Hombre,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.1040681,-3.7674804,POINT(-3.7674804 40.1040681),"Esquivias, Toledo, Castilla-La Mancha, 45221, España",locality
Magan,toledo,41,Hombre,35–44,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,39.961848,-3.9308991,POINT(-3.9308991 39.961848),"Magán, Toledo, Castilla-La Mancha, España",locality
Guadalajara,madrid,23,Mujer,18–24,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.4519404,-3.6150173,POINT(-3.6150173 40.4519404),"Guadalajara, Calle de Guadalajara, Palomas, Hortaleza, Madrid, Comunidad de Madrid, 28022, España",locality
Madrid,madrid,35,Hombre,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,18,Hombre,18–24,Vivienda compartida,Jornada Completa,Baja,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
San Fdo De Henares,madrid,57,Hombre,55–64,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.5248319,-3.7715628,POINT(-3.7715628 40.5248319),nan,province
Bargas,toledo,29,Hombre,25–34,Atico,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Bargas,toledo,30,Mujer,25–34,Atico,Jornada Parcial (Tarde),Media,>5h,perro,no,Adulto experimentado,Sí,39.9393212,-4.0201526,POINT(-4.0201526 39.9393212),"Bargas, Toledo, Castilla-La Mancha, 45593, España",locality
Pedrezuela,madrid,21,Mujer,18–24,Piso,Turno Rotativo,Baja,>5h,perro,no,Joven urbano,Sí,40.7451088,-3.6030185,POINT(-3.6030185 40.7451088),"Pedrezuela, Comunidad de Madrid, 28723, España",locality
Madrid,madrid,27,Hombre,25–34,Piso,Jornada Completa,Alta,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcobendas,madrid,44,Hombre,35–44,Piso,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.5400082,-3.6358494,POINT(-3.6358494 40.5400082),"Alcobendas, Comunidad de Madrid, España",locality
Esquivias,toledo,19,Mujer,18–24,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.1040681,-3.7674804,POINT(-3.7674804 40.1040681),"Esquivias, Toledo, Castilla-La Mancha, 45221, España",locality
Villafranca De Los Caballeros,toledo,43,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,39.4263038,-3.3598689,POINT(-3.3598689 39.4263038),"Villafranca de los Caballeros, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,43,Mujer,35–44,Piso,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Yuncos,toledo,29,Mujer,25–34,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Joven urbano,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Madrid,madrid,33,Hombre,25–34,Piso,Jornada Parcial (Tarde),Media,2–5h,perro,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,25,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Amorebieta,bizkaia,25,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,43.2201761,-2.7323154,POINT(-2.7323154 43.2201761),"Amorebieta-Echano, Vizcaya, País Vasco, 48340, España",locality
Toledo,toledo,40,Hombre,35–44,Atico,Jornada Parcial (Manana),Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Aranjuez,madrid,37,Hombre,35–44,Piso,Jornada Parcial (Manana),Baja,<1–2h,perro,no,No apto,No,40.03221,-3.6039604,POINT(-3.6039604 40.03221),"Aranjuez, Comunidad de Madrid, 28300, España",locality
Azucaica,toledo,40,Mujer,35–44,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8825497,-3.9719716,POINT(-3.9719716 39.8825497),"Azucaica, Toledo, Castilla-La Mancha, 45008, España",locality
Ontigola,toledo,29,Mujer,25–34,Atico,Turno Rotativo,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.00348,-3.572782,POINT(-3.572782 40.00348),"Ontígola, Toledo, Castilla-La Mancha, 45340, España",locality
Madrid,madrid,27,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,>5h,perro,si,No apto,No,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Sabadell,barcelona,40,Hombre,35–44,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,41.5421013,2.1138977,POINT(2.1138977 41.5421013),"Sabadell, Vallés Occidental, Barcelona, Cataluña, España",locality
